Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Budget
10,priv,36,56,married,no_rec,fixed,75,130,25000,0,350,400
14,owner,24,50,married,no_rec,fixed,90,715,5000,0,800,1324
0,rent,36,19,single,no_rec,partime,44,85,0,0,375,575
13,owner,60,33,single,no_rec,fixed,45,80,4000,0,1060,1274
2,priv,60,27,married,yes_rec,fixed,75,142,4000,0,1300,1566
20,owner,18,47,married,yes_rec,fixed,75,166,50000,0,800,1017
6,rent,48,32,married,no_rec,fixed,77,170,0,0,887,887
5,rent,36,34,married,yes_rec,fixed,100,250,0,0,1400,3959
38,owner,48,51,widow,no_rec,fixed,35,112,3000,0,850,960
2,other,48,24,single,no_rec,fixed,35,60,0,0,700,1100
1,rent,60,23,single,yes_rec,fixed,47,120,0,0,1400,1690
0,other,60,26,married,no_rec,freelance,60,66,0,0,1400,1500
1,owner,24,22,married,no_rec,fixed,45,126,3000,3700,200,300
20,owner,60,34,married,no_rec,fixed,60,68,13000,0,900,975
1,rent,36,24,married,no_rec,freelance,54,86,0,0,500,1686
7,rent,60,33,married,no_rec,freelance,90,130,0,0,1370,1397
0,owner,48,37,separated,yes_rec,fixed,60,119,15000,0,800,800
0,rent,60,20,married,no_rec,partime,41,64,0,0,1450,1537
10,parents,48,19,single,no_rec,fixed,35,163,0,0,1000,1260
7,owner,60,39,married,no_rec,fixed,45,112,3500,0,1450,1625
3,parents,60,19,single,no_rec,fixed,35,100,0,0,1500,2100
13,parents,36,28,single,no_rec,fixed,35,109,0,0,350,350
12,owner,48,43,married,no_rec,fixed,45,293,12000,0,500,600
10,rent,60,26,married,no_rec,fixed,59,138,0,0,1600,1796
4,owner,60,30,married,no_rec,fixed,60,251,6500,4000,1000,1123
15,owner,60,43,separated,no_rec,fixed,45,150,21000,0,1150,1579
7,other,48,29,married,no_rec,freelance,45,37,0,0,800,941
2,parents,60,30,single,no_rec,others,35,65,0,0,1100,1324
0,owner,48,33,married,no_rec,fixed,75,217,3500,0,1400,1689
1,rent,60,33,married,no_rec,freelance,45,65,0,0,1500,1850
0,parents,60,19,single,yes_rec,fixed,35,241,0,0,1100,1600
19,rent,60,33,married,no_rec,fixed,86,108,0,0,1000,1132
24,rent,36,44,married,no_rec,fixed,84,240,0,0,675,675
0,priv,36,55,married,no_rec,fixed,60,140,3000,0,1000,2050
15,other,36,25,married,no_rec,fixed,45,131,0,0,250,1341
30,owner,36,48,married,no_rec,fixed,75,165,5000,0,900,900
3,priv,48,34,separated,no_rec,freelance,35,250,4000,1500,700,839
3,owner,60,38,married,no_rec,freelance,45,174,9000,1692,1900,2374
0,other,48,19,married,no_rec,fixed,60,105,0,0,1200,1516
10,owner,24,37,married,no_rec,freelance,75,70,4600,0,500,1104
7,rent,60,20,married,no_rec,fixed,51,63,0,0,1100,1297
10,owner,48,29,married,no_rec,freelance,75,200,19000,0,750,1590
3,rent,48,34,married,yes_rec,fixed,97,223,0,0,1250,1609
10,owner,60,33,married,no_rec,freelance,75,200,9000,0,1000,2089
13,rent,24,44,married,no_rec,freelance,90,283,0,0,700,800
15,owner,48,35,single,no_rec,fixed,35,95,7000,4000,800,1086
14,rent,60,58,married,no_rec,fixed,73,127,0,0,1400,1496
1,parents,60,25,single,no_rec,fixed,35,75,0,0,1000,1156
2,parents,60,18,single,yes_rec,partime,35,75,0,0,1100,1139
5,parents,60,23,single,no_rec,fixed,35,70,0,0,900,1492
19,owner,60,41,single,no_rec,fixed,75,140,6000,0,1800,1849
3,priv,60,30,married,no_rec,fixed,75,185,3500,1200,700,845
1,rent,60,18,married,yes_rec,fixed,54,92,0,0,1450,1626
3,owner,24,36,married,no_rec,freelance,60,200,11000,0,800,1173
12,owner,18,26,married,yes_rec,fixed,60,153,4500,400,600,1850
2,owner,60,19,married,yes_rec,fixed,60,110,6500,2000,1450,1450
4,rent,42,36,married,no_rec,freelance,90,258,10000,0,1300,2260
14,owner,60,46,married,no_rec,fixed,90,150,3500,0,950,957
36,owner,60,50,married,no_rec,fixed,45,102,12000,0,2000,2684
12,priv,48,32,married,no_rec,freelance,60,100,9000,0,1200,1995
2,owner,36,27,married,no_rec,fixed,75,101,1500,400,1200,1646
3,owner,36,35,married,yes_rec,freelance,35,200,10000,0,800,800
4,parents,36,34,married,no_rec,fixed,60,100,6000,0,800,1500
7,rent,60,29,single,no_rec,fixed,60,250,9200,0,1500,1594
16,rent,60,31,married,no_rec,fixed,100,250,0,0,1250,1816
10,owner,36,34,married,yes_rec,freelance,75,160,15000,0,3250,3750
5,rent,60,38,single,no_rec,freelance,39,42,0,0,1600,1872
48,owner,36,57,married,no_rec,freelance,60,76,25000,0,180,350
1,owner,60,54,married,no_rec,others,45,228,10000,0,1150,1150
4,priv,36,46,married,no_rec,others,45,192,4000,108,575,1075
0,owner,48,16,single,no_rec,partime,60,160,2500,0,1220,1598
10,owner,60,21,married,no_rec,fixed,45,135,5000,3700,1600,1767
11,rent,36,54,married,no_rec,fixed,69,85,0,0,850,1100
0,owner,36,34,married,no_rec,fixed,60,138,3000,0,1400,2610
2,parents,36,15,single,no_rec,fixed,35,110,0,0,500,1314
1,other,30,15,single,no_rec,fixed,35,90,0,0,450,500
18,other,36,49,married,no_rec,fixed,75,119,0,0,300,1268
0,rent,60,24,married,no_rec,partime,61,160,0,0,1000,1055
20,owner,30,50,married,no_rec,freelance,75,209,25000,0,1100,1930
2,other,60,21,single,yes_rec,partime,35,55,0,0,1500,1543
3,rent,54,18,married,no_rec,fixed,59,140,0,0,1300,1345
13,parents,60,29,single,no_rec,fixed,35,96,0,0,750,775
31,owner,48,40,married,no_rec,fixed,45,181,3500,270,900,1522
14,owner,60,33,married,no_rec,fixed,60,114,5000,400,1200,2062
0,rent,48,18,single,no_rec,fixed,44,88,0,0,1000,1529
9,owner,36,38,married,yes_rec,freelance,75,267,12000,0,1700,1730
10,rent,60,28,married,no_rec,freelance,75,300,2700,0,1000,1500
0,rent,60,30,married,no_rec,others,75,179,700,0,1800,2292
2,rent,36,31,married,no_rec,freelance,95,200,5000,0,800,1158
22,rent,60,46,married,no_rec,fixed,57,116,0,0,1300,1347
2,rent,24,21,single,no_rec,freelance,55,200,0,0,600,1097
0,owner,36,26,married,yes_rec,partime,45,120,3000,150,700,850
10,owner,60,22,married,no_rec,fixed,45,120,5000,2000,1570,1914
5,rent,48,17,married,no_rec,fixed,51,156,0,0,1500,1564
7,rent,60,33,separated,yes_rec,fixed,42,70,0,0,921,921
5,parents,36,45,married,no_rec,others,90,154,0,0,1000,1279
6,parents,24,20,single,no_rec,fixed,35,184,5000,0,850,1480
9,owner,36,19,married,no_rec,fixed,45,160,4000,2000,450,1388
6,parents,12,22,single,no_rec,freelance,35,129,0,0,400,1777
1,parents,36,19,single,no_rec,fixed,35,60,0,0,1000,1602
10,rent,60,21,married,no_rec,fixed,78,175,0,0,1000,1314
2,other,60,34,single,no_rec,fixed,35,113,0,0,1250,1499
5,parents,60,16,single,no_rec,partime,35,70,0,0,1400,1550
0,rent,48,34,married,no_rec,freelance,45,54,0,0,700,987
2,priv,60,33,married,no_rec,partime,60,150,4000,0,1000,1270
3,other,36,17,married,no_rec,fixed,45,215,0,0,1470,1480
1,parents,36,16,married,no_rec,fixed,45,90,2000,0,1200,1350
1,owner,48,24,married,no_rec,fixed,45,130,4000,0,1000,1777
8,owner,36,32,married,yes_rec,fixed,45,142,4500,300,370,870
4,parents,60,21,single,no_rec,fixed,35,52,0,0,1050,1372
14,owner,30,32,married,no_rec,fixed,60,121,5000,0,650,1708
3,owner,60,35,married,no_rec,freelance,75,246,2500,0,1300,1500
13,owner,60,23,married,no_rec,fixed,60,102,3500,0,1175,1375
10,owner,60,46,married,no_rec,fixed,60,202,2000,0,1400,1580
8,rent,60,53,married,yes_rec,fixed,60,84,0,0,1400,1996
0,owner,60,33,married,no_rec,fixed,45,87,10000,4500,900,1000
3,parents,48,23,married,no_rec,fixed,45,173,0,0,1000,2057
3,owner,60,25,married,no_rec,fixed,45,200,10000,2969,1650,1750
0,owner,60,25,married,no_rec,others,60,78,3500,0,1250,1365
0,rent,18,23,married,yes_rec,fixed,68,83,0,0,200,300
0,parents,36,26,single,no_rec,partime,35,71,0,0,1000,1454
2,rent,60,25,married,yes_rec,freelance,54,90,2000,0,1500,1500
13,parents,60,27,married,no_rec,fixed,60,152,0,0,900,1654
1,parents,60,18,married,no_rec,partime,45,83,0,0,1140,1461
3,priv,36,48,widow,no_rec,others,105,84,2500,500,700,890
20,parents,36,40,married,no_rec,freelance,60,71,5000,0,1000,1390
12,owner,12,46,married,no_rec,freelance,45,200,2000,0,350,450
2,owner,60,21,single,no_rec,freelance,35,34,10000,4800,1600,1911
2,owner,36,48,married,no_rec,freelance,35,71,5000,0,800,1615
11,other,60,43,married,no_rec,fixed,75,225,0,0,1300,1550
11,rent,60,33,married,no_rec,fixed,91,160,0,0,600,1200
3,owner,36,37,married,no_rec,fixed,60,60,6000,0,1200,1500
2,parents,24,25,married,no_rec,partime,45,57,0,0,500,974
10,owner,30,32,married,no_rec,fixed,60,200,7000,0,750,1923
9,rent,24,25,single,yes_rec,fixed,46,113,0,0,700,700
4,rent,48,29,married,no_rec,fixed,79,185,0,0,750,1431
0,rent,24,37,married,yes_rec,fixed,103,283,0,0,1897,2517
5,owner,60,35,married,no_rec,fixed,75,86,4900,0,1300,1581
0,owner,60,20,married,no_rec,partime,35,90,1500,500,900,990
0,parents,48,16,single,no_rec,partime,35,70,0,0,1200,1600
3,owner,36,23,married,no_rec,partime,35,100,3000,0,1000,1851
15,owner,60,47,married,yes_rec,fixed,60,130,4000,0,1300,1450
4,other,60,32,married,yes_rec,freelance,60,61,0,0,1420,1450
2,owner,48,50,married,no_rec,others,35,135,8000,0,800,800
3,other,60,22,married,no_rec,fixed,90,126,4000,0,1400,1800
3,other,60,27,married,no_rec,freelance,35,101,0,0,1000,1731
1,owner,60,22,married,no_rec,fixed,60,93,4000,0,1000,1207
0,owner,36,16,single,yes_rec,partime,35,115,2000,0,700,900
12,owner,60,33,married,no_rec,fixed,75,120,5000,0,1100,1172
6,owner,36,29,married,yes_rec,fixed,60,148,9000,4090,500,1600
2,owner,36,32,married,no_rec,fixed,60,125,2000,0,450,1490
2,parents,48,17,single,no_rec,fixed,35,185,0,0,1000,2130
21,owner,60,52,married,no_rec,freelance,60,95,8000,0,1000,1700
29,owner,60,45,widow,no_rec,fixed,35,175,6000,0,1143,1143
5,rent,24,31,married,no_rec,fixed,70,100,0,0,700,2995
20,priv,60,34,married,no_rec,fixed,90,159,2000,0,750,790
10,owner,12,37,married,yes_rec,freelance,35,105,4000,0,380,913
1,owner,18,22,married,no_rec,partime,45,149,2000,0,700,818
7,priv,60,19,single,no_rec,fixed,35,187,4000,2400,1400,1480
24,owner,60,47,married,no_rec,fixed,45,80,4000,0,1200,1257
7,rent,60,25,married,no_rec,fixed,42,73,0,0,950,1169
5,parents,24,23,single,yes_rec,freelance,35,32,0,0,400,640
7,other,60,21,married,yes_rec,fixed,45,211,0,0,1400,1531
3,parents,48,21,married,no_rec,freelance,35,98,3500,0,150,816
1,owner,48,23,married,no_rec,partime,45,123,4000,1978,1100,1556
8,owner,60,26,married,no_rec,fixed,35,98,5000,1000,1400,1720
10,rent,36,33,married,no_rec,fixed,66,210,0,0,500,1171
12,owner,60,45,married,no_rec,fixed,45,190,9500,200,1800,2624
1,rent,6,33,married,no_rec,partime,72,118,0,0,125,375
3,owner,24,27,married,no_rec,fixed,45,120,5000,0,800,1023
29,owner,60,47,married,no_rec,fixed,60,212,2200,0,1250,1301
5,rent,60,26,married,yes_rec,fixed,69,88,0,0,1200,1200
5,rent,36,43,married,no_rec,freelance,97,365,0,0,1300,1736
7,rent,60,17,married,no_rec,partime,47,119,0,0,1040,1200
1,parents,60,15,single,no_rec,freelance,35,113,13000,0,1500,2179
3,owner,48,21,married,no_rec,fixed,35,92,5000,0,600,1550
14,priv,60,33,married,no_rec,fixed,60,110,8000,400,450,1133
2,parents,48,18,single,no_rec,partime,35,160,3500,1200,1200,1426
10,owner,60,35,married,no_rec,fixed,60,194,7000,0,1600,2171
4,owner,60,27,married,yes_rec,fixed,75,183,8000,0,1170,1398
0,owner,60,26,widow,no_rec,freelance,35,200,4000,0,943,1018
21,owner,60,39,married,no_rec,fixed,90,105,1150,720,200,1078
4,owner,24,44,married,no_rec,fixed,45,132,15000,0,850,1338
10,priv,60,25,married,no_rec,fixed,35,123,2000,0,1600,1600
3,owner,60,26,single,no_rec,fixed,35,131,4000,0,1050,1139
4,owner,24,27,married,no_rec,fixed,45,122,4000,1,500,1045
14,rent,48,27,married,no_rec,fixed,72,115,0,0,350,410
1,rent,36,20,married,yes_rec,partime,69,92,0,0,475,550
0,owner,60,53,single,no_rec,others,35,19,1,0,700,1332
0,parents,60,13,single,no_rec,partime,35,45,0,0,900,1001
2,parents,36,16,single,no_rec,freelance,35,221,0,0,500,650
19,owner,12,37,married,no_rec,fixed,90,464,5000,0,1100,2413
10,owner,60,35,married,no_rec,fixed,105,125,6500,0,1500,1800
5,owner,48,60,married,no_rec,freelance,75,80,30000,2000,700,1698
12,owner,36,29,married,no_rec,fixed,60,97,4500,96,600,1253
5,owner,60,31,married,no_rec,fixed,90,223,4000,0,1660,1838
8,owner,60,59,married,no_rec,freelance,60,111,148,1,1895,2596
0,owner,12,56,married,no_rec,others,60,40,4000,0,170,1394
12,parents,60,26,separated,yes_rec,fixed,35,101,0,0,1300,1300
7,parents,60,20,single,no_rec,fixed,35,75,0,0,1100,1340
0,parents,18,15,married,no_rec,fixed,35,91,0,0,600,750
10,parents,48,23,single,no_rec,fixed,35,135,6000,0,1500,2164
0,parents,48,19,single,no_rec,partime,45,76,0,0,1640,1649
23,owner,48,40,married,no_rec,fixed,90,298,10000,3500,500,1111
1,rent,60,16,single,no_rec,partime,41,60,0,0,850,930
15,priv,60,26,married,no_rec,fixed,60,100,2500,800,1000,1323
0,owner,60,39,divorced,yes_rec,fixed,60,60,4000,3378,1400,1703
0,owner,24,47,married,no_rec,others,45,170,6500,0,500,600
8,rent,60,47,married,no_rec,fixed,89,137,4000,0,800,1086
22,rent,60,43,married,no_rec,fixed,66,210,0,0,1200,1233
17,owner,24,45,married,no_rec,freelance,60,285,22000,700,500,1321
4,other,36,14,single,no_rec,partime,35,63,0,0,1000,1035
10,owner,24,47,married,no_rec,fixed,60,81,5000,0,250,1003
3,owner,36,30,married,no_rec,fixed,75,84,3000,144,475,800
13,other,48,35,married,yes_rec,freelance,75,270,0,0,2300,2750
0,rent,60,52,married,no_rec,others,43,80,0,0,1200,1515
14,other,60,36,married,yes_rec,fixed,75,131,0,0,1200,1200
7,owner,60,34,married,no_rec,fixed,90,142,6000,0,1300,1534
2,owner,60,26,single,no_rec,fixed,35,55,7500,0,800,1351
0,parents,48,23,single,no_rec,freelance,35,100,0,0,900,1400
1,parents,60,30,single,no_rec,fixed,35,75,0,0,1340,1350
2,owner,60,55,married,no_rec,fixed,35,87,2500,0,1000,1150
3,owner,48,20,married,no_rec,freelance,35,107,4500,1900,1000,1250
2,parents,30,18,single,no_rec,fixed,35,60,0,0,600,1127
7,priv,60,24,married,no_rec,fixed,60,51,3500,500,1000,1290
14,rent,60,55,married,no_rec,fixed,62,170,8000,0,915,1396
1,priv,48,31,single,yes_rec,fixed,35,173,7700,0,1000,2008
1,parents,36,31,single,no_rec,fixed,35,120,0,0,1000,2470
5,rent,60,32,married,no_rec,fixed,93,176,0,0,1800,2450
13,owner,24,32,single,no_rec,fixed,35,100,3000,0,800,1494
23,owner,24,42,married,no_rec,fixed,35,114,3000,0,400,765
0,owner,60,43,married,no_rec,partime,75,100,7000,0,1000,1129
2,other,60,21,married,no_rec,freelance,35,30,0,0,900,1159
17,owner,36,33,married,no_rec,freelance,75,134,19000,800,700,795
25,owner,60,37,married,no_rec,fixed,60,133,9500,0,1500,1617
1,parents,60,16,single,no_rec,fixed,35,200,0,0,900,1088
2,rent,48,17,single,no_rec,fixed,42,73,0,0,940,1127
12,owner,48,26,married,no_rec,fixed,60,84,5000,0,700,1702
5,owner,36,40,married,no_rec,fixed,75,167,7000,2300,400,800
5,ignore,60,20,married,no_rec,fixed,75,160,1000,0,890,990
6,parents,36,18,single,no_rec,fixed,35,79,6000,0,550,652
18,priv,60,37,married,no_rec,fixed,90,162,2500,400,1550,1615
4,rent,60,21,married,no_rec,fixed,51,60,0,0,1750,1950
2,owner,60,33,married,yes_rec,fixed,75,74,3500,500,1700,1888
37,parents,36,47,married,no_rec,fixed,60,240,0,0,1510,1625
2,owner,48,18,married,no_rec,fixed,35,125,3000,1600,1000,1259
25,rent,24,40,separated,no_rec,freelance,53,183,93000,0,1900,3088
4,owner,48,17,single,no_rec,fixed,45,113,14000,0,1300,1410
18,owner,60,44,married,no_rec,fixed,135,180,13500,0,900,994
2,priv,48,26,married,no_rec,fixed,45,65,3500,900,300,925
0,parents,24,15,single,no_rec,partime,35,66,0,0,550,550
18,owner,12,53,widow,yes_rec,fixed,75,158,6000,0,400,973
2,owner,60,22,single,no_rec,others,35,232,40000,23500,2000,2038
0,rent,36,22,married,no_rec,partime,42,72,0,0,700,925
0,parents,48,21,single,yes_rec,freelance,35,101,0,0,1500,1703
2,owner,48,32,married,no_rec,fixed,75,135,18000,0,1000,1062
1,parents,60,15,single,no_rec,partime,35,80,0,0,1300,1525
12,owner,60,46,married,no_rec,fixed,45,144,9000,0,1450,1490
2,rent,36,30,single,no_rec,fixed,42,74,0,0,950,1000
22,owner,48,43,married,no_rec,fixed,60,110,3000,0,1000,1460
23,owner,24,41,married,no_rec,fixed,75,130,4000,0,400,1369
3,parents,36,16,single,no_rec,partime,35,49,0,0,750,850
1,rent,48,21,single,no_rec,fixed,45,100,0,0,1400,1968
32,owner,24,58,married,no_rec,freelance,45,167,90000,0,1000,1501
0,parents,36,18,single,no_rec,fixed,35,200,0,0,1100,2095
5,rent,60,32,married,yes_rec,fixed,131,257,0,0,2200,2538
1,rent,60,39,married,no_rec,fixed,65,54,0,0,1550,1650
1,owner,24,27,married,no_rec,partime,45,182,4000,200,175,175
0,rent,60,33,married,no_rec,freelance,35,76,0,0,1300,1636
0,owner,48,33,married,no_rec,freelance,90,38,2800,0,1050,1238
1,parents,36,22,single,no_rec,fixed,35,91,0,0,1000,1866
4,rent,48,38,married,yes_rec,freelance,45,98,10000,0,1200,1518
1,parents,24,16,single,no_rec,fixed,35,60,0,0,250,450
2,other,36,20,single,no_rec,fixed,35,80,0,0,600,1104
3,owner,60,22,married,no_rec,fixed,35,120,4000,1500,1800,2090
3,parents,36,24,single,no_rec,partime,35,110,0,0,800,1428
3,rent,60,33,married,yes_rec,partime,72,123,0,0,1030,1170
6,owner,36,23,married,no_rec,fixed,45,89,5000,0,800,1054
2,owner,36,19,married,no_rec,freelance,45,115,4000,1900,700,1780
1,parents,60,25,married,no_rec,freelance,60,93,0,0,1600,1647
8,parents,36,21,single,no_rec,freelance,35,52,9000,2500,450,680
10,rent,60,23,married,no_rec,fixed,78,325,18,3000,2250,2250
25,priv,12,50,single,no_rec,freelance,35,92,25000,0,150,400
25,owner,36,53,married,no_rec,fixed,45,128,30000,0,1500,1750
25,owner,60,56,married,yes_rec,freelance,45,100,39000,0,1060,1134
9,owner,36,24,single,no_rec,fixed,35,147,3500,0,1886,2886
4,parents,24,22,single,no_rec,fixed,35,110,0,0,370,525
0,owner,60,24,married,yes_rec,fixed,45,100,4500,0,1200,1406
3,rent,36,22,married,no_rec,fixed,68,80,0,0,325,400
5,owner,48,38,married,no_rec,freelance,45,145,5000,0,680,1350
9,owner,60,40,married,no_rec,fixed,75,150,3000,0,1100,1340
2,parents,24,18,single,no_rec,partime,35,93,2500,0,230,670
0,other,48,51,married,no_rec,others,45,105,25000,0,1900,2150
0,owner,60,28,separated,no_rec,partime,35,78,0,0,1030,1197
10,owner,12,31,married,no_rec,freelance,45,14,4000,0,900,1776
0,rent,48,37,married,no_rec,partime,75,154,0,0,1300,1400
1,parents,60,19,single,no_rec,fixed,35,90,0,0,800,994
2,parents,36,14,married,no_rec,fixed,35,162,4000,100,400,570
2,parents,48,28,single,yes_rec,partime,35,82,0,0,1050,1332
1,owner,60,46,married,no_rec,others,45,105,3000,0,1200,1250
10,owner,36,50,married,no_rec,fixed,60,70,4000,0,1000,1436
10,owner,60,41,married,yes_rec,freelance,75,800,25000,2050,2600,3190
1,rent,48,42,married,no_rec,fixed,74,140,0,0,2000,2201
12,owner,60,55,married,no_rec,fixed,60,230,12000,0,950,1200
8,other,36,34,married,no_rec,fixed,35,112,0,0,450,550
15,priv,60,25,married,no_rec,fixed,60,140,4000,1680,400,1320
4,priv,60,38,married,yes_rec,fixed,45,109,0,0,1050,1530
5,owner,48,43,married,no_rec,fixed,60,130,5000,0,650,795
3,rent,60,23,married,no_rec,fixed,70,245,0,0,1830,2201
1,parents,60,21,single,no_rec,fixed,35,57,0,0,1200,1512
5,owner,60,31,married,no_rec,freelance,90,62,3000,0,650,1295
3,other,24,23,single,no_rec,fixed,35,51,0,0,800,1750
6,parents,48,33,divorced,no_rec,fixed,35,98,0,0,500,580
18,rent,60,33,married,no_rec,fixed,56,108,0,0,1000,1307
1,priv,60,22,married,no_rec,freelance,35,130,4650,2850,2000,2240
3,owner,54,28,married,no_rec,fixed,75,366,7000,0,500,1116
5,owner,60,23,married,yes_rec,freelance,75,240,3000,0,1300,1585
4,owner,36,43,married,no_rec,freelance,120,300,5000,0,1000,1165
0,owner,36,23,married,no_rec,fixed,45,142,8000,4000,900,1888
6,rent,48,48,separated,yes_rec,fixed,56,208,0,0,1200,1479
4,rent,48,21,single,no_rec,fixed,47,124,0,0,1500,1756
1,rent,36,31,separated,no_rec,fixed,65,200,0,0,900,1200
8,owner,24,46,married,no_rec,fixed,45,167,8000,0,250,400
7,owner,60,20,married,no_rec,fixed,35,75,3000,0,1350,1674
6,rent,36,33,married,no_rec,freelance,95,500,25000,21400,800,1011
5,parents,24,21,single,no_rec,fixed,35,140,0,0,450,900
6,owner,60,23,single,no_rec,freelance,35,180,7000,800,1500,1828
2,parents,60,21,single,no_rec,freelance,35,8,0,0,900,984
1,parents,36,20,single,no_rec,partime,35,53,0,0,600,1415
2,rent,36,26,married,no_rec,freelance,46,111,0,0,1000,1800
1,rent,60,34,married,no_rec,fixed,69,92,0,0,900,1020
22,owner,48,34,single,no_rec,fixed,35,83,2500,0,650,1265
12,owner,60,23,married,no_rec,fixed,45,167,3000,1750,250,1188
12,owner,48,37,married,no_rec,fixed,60,118,5000,0,900,1350
15,owner,24,42,married,yes_rec,freelance,45,134,5000,0,250,500
5,rent,36,26,married,no_rec,freelance,46,109,0,0,400,750
0,owner,48,24,separated,no_rec,fixed,35,55,4000,0,757,1566
1,other,30,21,single,no_rec,fixed,35,110,0,0,700,1340
15,parents,36,32,married,no_rec,fixed,75,130,0,0,800,1479
2,owner,36,32,married,no_rec,fixed,60,83,3500,0,310,1119
12,owner,36,33,married,no_rec,fixed,35,143,5000,1100,700,2093
0,parents,36,15,single,no_rec,partime,35,120,0,0,1100,1100
8,owner,48,48,married,no_rec,fixed,45,147,8000,700,750,797
18,owner,36,38,married,no_rec,fixed,90,116,4000,0,400,985
11,parents,60,22,single,yes_rec,fixed,35,57,0,0,600,1537
4,owner,60,26,married,no_rec,fixed,60,177,3000,0,1300,1409
1,owner,60,32,married,no_rec,freelance,60,200,9000,0,1400,1493
2,owner,60,38,married,no_rec,partime,45,34,16000,0,1000,1490
10,rent,48,28,married,no_rec,fixed,100,103,0,0,950,1541
28,owner,60,52,widow,yes_rec,fixed,35,227,15000,0,1700,1875
24,priv,60,41,married,no_rec,fixed,60,165,3500,1300,1400,1530
0,rent,48,47,single,yes_rec,fixed,49,135,0,0,1000,1200
27,owner,36,41,married,yes_rec,fixed,60,260,15000,8000,690,1242
3,owner,24,41,married,no_rec,freelance,75,500,14000,0,500,1095
11,rent,24,33,married,yes_rec,fixed,72,123,0,0,270,1676
